orderID,productID,unitPrice,quantity,discount,revenue,customerID,shipperID
10766,2,19,40,0,760,,
10766,7,30,35,0,1050,,
10766,68,12.5,40,0,500,,
10767,42,14,2,0,28,,
10768,22,21,4,0,84,,
10768,31,12.5,50,0,625,,
10768,60,34,15,0,510,,
10768,71,21.5,12,0,258,,
10769,41,9.65,30,0.05,289.5,,
10769,52,7,15,0.05,105,,
10769,61,28.5,20,0,570,,
10769,62,49.3,15,0,739.5,,
10770,11,21,15,0.25,315,,
10771,71,21.5,16,0,344,,
10772,29,123.79,18,0,2228.22,,
10772,59,55,25,0,1375,,
10773,17,39,33,0,1287,,
10773,31,12.5,70,0.2,875,,
10773,75,7.75,7,0.2,54.25,,
10774,31,12.5,2,0.25,25,,
10774,66,17,50,0,850,,
10775,10,31,6,0,186,,
10775,67,14,3,0,42,,
10776,31,12.5,16,0.05,200,,
10776,42,14,12,0.05,168,,
10776,45,9.5,27,0.05,256.5,,
10776,51,53,120,0.05,6360,,
10777,42,14,20,0.2,280,,
10778,41,9.65,10,0,96.5,,
10779,16,17.45,20,0,349,,
10779,62,49.3,20,0,986,,
10780,70,15,35,0,525,,
10780,77,13,15,0,195,,
10781,54,7.45,3,0.2,22.35,,
10781,56,38,20,0.2,760,,
10781,74,10,35,0,350,,
10782,31,12.5,1,0,12.5,,
10783,31,12.5,10,0,125,,
10783,38,263.5,5,0,1317.5,,
10784,36,19,30,0,570,,
10784,39,18,2,0.15,36,,
10784,72,34.8,30,0.15,1044,,
10785,10,31,10,0,310,,
10785,75,7.75,10,0,77.5,,
10786,8,40,30,0.2,1200,,
10786,30,25.89,15,0.2,388.35,,
10786,75,7.75,42,0.2,325.5,,
10787,2,19,15,0.05,285,,
10787,29,123.79,20,0.05,2475.8,,
10788,19,9.2,50,0.05,460,,
10788,75,7.75,40,0.05,310,,
10789,18,62.5,30,0,1875,,
10789,35,18,15,0,270,,
10789,63,43.9,30,0,1317,,
10789,68,12.5,18,0,225,,
10790,7,30,3,0.15,90,,
10790,56,38,20,0.15,760,,
10791,29,123.79,14,0.05,1733.06,,
10791,41,9.65,20,0.05,193,,
10792,2,19,10,0,190,,
10792,54,7.45,3,0,22.35,,
10792,68,12.5,15,0,187.5,,
10793,41,9.65,14,0,135.1,,
10793,52,7,8,0,56,,
10794,14,23.25,15,0.2,348.75,,
10794,54,7.45,6,0.2,44.7,,
10795,16,17.45,65,0,1134.25,,
10795,17,39,35,0.25,1365,,
10796,26,31.23,21,0.2,655.83,,
10796,44,19.45,10,0,194.5,,
10796,64,33.25,35,0.2,1163.75,,
10796,69,36,24,0.2,864,,
10797,11,21,20,0,420,,
10798,62,49.3,2,0,98.6,,
10798,72,34.8,10,0,348,,
10799,13,6,20,0.15,120,,
10799,24,4.5,20,0.15,90,,
10799,59,55,25,0,1375,,
10800,11,21,50,0.1,1050,,
10800,51,53,10,0.1,530,,
10800,54,7.45,7,0.1,52.15,,
10801,17,39,40,0.25,1560,,
10801,29,123.79,20,0.25,2475.8,,
10802,30,25.89,25,0.25,647.25,,
10802,51,53,30,0.25,1590,,
10802,55,24,60,0.25,1440,,
10802,62,49.3,5,0.25,246.5,,
10803,19,9.2,24,0.05,220.8,,
10803,25,14,15,0.05,210,,
10803,59,55,15,0.05,825,,
10804,10,31,36,0,1116,,
10804,28,45.6,24,0,1094.4,,
10804,49,20,4,0.15,80,,
10805,34,14,10,0,140,,
10805,38,263.5,10,0,2635,,
10806,2,19,20,0.25,380,,
10806,65,21.05,2,0,42.1,,
10806,74,10,15,0.25,150,,
10807,40,18.4,1,0,18.4,,
10808,56,38,20,0.15,760,,
10808,76,18,50,0.15,900,,
10809,52,7,20,0,140,,
10810,13,6,7,0,42,,
10810,25,14,5,0,70,,
10810,70,15,5,0,75,,
10811,19,9.2,15,0,138,,
10811,23,9,18,0,162,,
10811,40,18.4,30,0,552,,
10812,31,12.5,16,0.1,200,,
10812,72,34.8,40,0.1,1392,,
10812,77,13,20,0,260,,
10813,2,19,12,0.2,228,,
10813,46,12,35,0,420,,
10814,41,9.65,20,0,193,,
10814,43,46,20,0.15,920,,
10814,48,12.75,8,0.15,102,,
10814,61,28.5,30,0.15,855,,
10815,33,2.5,16,0,40,,
10816,38,263.5,30,0.05,7905,,
10816,62,49.3,20,0.05,986,,
10817,26,31.23,40,0.15,1249.2,,
10817,38,263.5,30,0,7905,,
10817,40,18.4,60,0.15,1104,,
10817,62,49.3,25,0.15,1232.5,,
10818,32,32,20,0,640,,
10818,41,9.65,20,0,193,,
10819,43,46,7,0,322,,
10819,75,7.75,20,0,155,,
10820,56,38,30,0,1140,,
10821,35,18,20,0,360,,
10821,51,53,6,0,318,,
10822,62,49.3,3,0,147.9,,
10822,70,15,6,0,90,,
10823,11,21,20,0.1,420,,
10823,57,19.5,15,0,292.5,,
10823,59,55,40,0.1,2200,,
10823,77,13,15,0.1,195,,
10824,41,9.65,12,0,115.8,,
10824,70,15,9,0,135,,
10825,26,31.23,12,0,374.76,,
10825,53,32.8,20,0,656,,
10826,31,12.5,35,0,437.5,,
10826,57,19.5,15,0,292.5,,
10827,10,31,15,0,465,,
10827,39,18,21,0,378,,
10828,20,81,5,0,405,,
10828,38,263.5,2,0,527,,
10829,2,19,10,0,190,,
10829,8,40,20,0,800,,
10829,13,6,10,0,60,,
10829,60,34,21,0,714,,
10830,6,25,6,0,150,,
10830,39,18,28,0,504,,
10830,60,34,30,0,1020,,
10830,68,12.5,24,0,300,,
10831,19,9.2,2,0,18.4,,
10831,35,18,8,0,144,,
10831,38,263.5,8,0,2108,,
10831,43,46,9,0,414,,
10832,13,6,3,0.2,18,,
10832,25,14,10,0.2,140,,
10832,44,19.45,16,0.2,311.2,,
10832,64,33.25,3,0,99.75,,
10833,7,30,20,0.1,600,,
10833,31,12.5,9,0.1,112.5,,
10833,53,32.8,9,0.1,295.2,,
10834,29,123.79,8,0.05,990.32,,
10834,30,25.89,20,0.05,517.8,,
10835,59,55,15,0,825,,
10835,77,13,2,0.2,26,,
10836,22,21,52,0,1092,,
10836,35,18,6,0,108,,
10836,57,19.5,24,0,468,,
10836,60,34,60,0,2040,,
10836,64,33.25,30,0,997.5,,
10837,13,6,6,0,36,,
10837,40,18.4,25,0,460,,
10837,47,9.5,40,0.25,380,,
10837,76,18,21,0.25,378,,
10838,1,18,4,0.25,72,,
10838,18,62.5,25,0.25,1562.5,,
10838,36,19,50,0.25,950,,
10839,58,13.25,30,0.1,397.5,,
10839,72,34.8,15,0.1,522,,
10840,25,14,6,0.2,84,,
10840,39,18,10,0.2,180,,
10841,10,31,16,0,496,,
10841,56,38,30,0,1140,,
10841,59,55,50,0,2750,,
10841,77,13,15,0,195,,
10842,11,21,15,0,315,,
10842,43,46,5,0,230,,
10842,68,12.5,20,0,250,,
10842,70,15,12,0,180,,
10843,51,53,4,0.25,212,,
10844,22,21,35,0,735,,
10845,23,9,70,0.1,630,,
10845,35,18,25,0.1,450,,
10845,42,14,42,0.1,588,,
10845,58,13.25,60,0.1,795,,
10845,64,33.25,48,0,1596,,
10846,4,22,21,0,462,,
10846,70,15,30,0,450,,
10846,74,10,20,0,200,,
10847,1,18,80,0.2,1440,,
10847,19,9.2,12,0.2,110.4,,
10847,37,26,60,0.2,1560,,
10847,45,9.5,36,0.2,342,,
10847,60,34,45,0.2,1530,,
10847,71,21.5,55,0.2,1182.5,,
10848,5,21.35,30,0,640.5,,
10848,9,97,3,0,291,,
10849,3,10,49,0,490,,
10849,26,31.23,18,0.15,562.14,,
10850,25,14,20,0.15,280,,
10850,33,2.5,4,0.15,10,,
10850,70,15,30,0.15,450,,
10851,2,19,5,0.05,95,,
10851,25,14,10,0.05,140,,
10851,57,19.5,10,0.05,195,,
10851,59,55,42,0.05,2310,,
10852,2,19,15,0,285,,
10852,17,39,6,0,234,,
10852,62,49.3,50,0,2465,,
10853,18,62.5,10,0,625,,
10854,10,31,100,0.15,3100,,
10854,13,6,65,0.15,390,,
10855,16,17.45,50,0,872.5,,
10855,31,12.5,14,0,175,,
10855,56,38,24,0,912,,
10855,65,21.05,15,0.15,315.75,,
10856,2,19,20,0,380,,
10856,42,14,20,0,280,,
10857,3,10,30,0,300,,
10857,26,31.23,35,0.25,1093.05,,
10857,29,123.79,10,0.25,1237.9,,
10858,7,30,5,0,150,,
10858,27,43.9,10,0,439,,
10858,70,15,4,0,60,,
10859,24,4.5,40,0.25,180,,
10859,54,7.45,35,0.25,260.75,,
10859,64,33.25,30,0.25,997.5,,
10860,51,53,3,0,159,,
10860,76,18,20,0,360,,
10861,17,39,42,0,1638,,
10861,18,62.5,20,0,1250,,
10861,21,10,40,0,400,,
10861,33,2.5,35,0,87.5,,
10861,62,49.3,3,0,147.9,,
10862,11,21,25,0,525,,
10862,52,7,8,0,56,,
10863,1,18,20,0.15,360,,
10863,58,13.25,12,0.15,159,,
10864,35,18,4,0,72,,
10864,67,14,15,0,210,,
10865,38,263.5,60,0.05,15810,,
10865,39,18,80,0.05,1440,,
10866,2,19,21,0.25,399,,
10866,24,4.5,6,0.25,27,,
10866,30,25.89,40,0.25,1035.6,,
10867,53,32.8,3,0,98.4,,
10868,26,31.23,20,0,624.6,,
10868,35,18,30,0,540,,
10868,49,20,42,0.1,840,,
10869,1,18,40,0,720,,
10869,11,21,10,0,210,,
10869,23,9,50,0,450,,
10869,68,12.5,20,0,250,,
10870,35,18,3,0,54,,
10870,51,53,2,0,106,,
10871,6,25,50,0.05,1250,,
10871,16,17.45,12,0.05,209.4,,
10871,17,39,16,0.05,624,,
10872,55,24,10,0.05,240,,
10872,62,49.3,20,0.05,986,,
10872,64,33.25,15,0.05,498.75,,
10872,65,21.05,21,0.05,442.05,,
10873,21,10,20,0,200,,
10873,28,45.6,3,0,136.8,,
10874,10,31,10,0,310,,
10875,19,9.2,25,0,230,,
10875,47,9.5,21,0.1,199.5,,
10875,49,20,15,0,300,,
10876,46,12,21,0,252,,
10876,64,33.25,20,0,665,,
10877,16,17.45,30,0.25,523.5,,
10877,18,62.5,25,0,1562.5,,
10878,20,81,20,0.05,1620,,
10879,40,18.4,12,0,220.8,,
10879,65,21.05,10,0,210.5,,
10879,76,18,10,0,180,,
10880,23,9,30,0.2,270,,
10880,61,28.5,30,0.2,855,,
10880,70,15,50,0.2,750,,
10881,73,15,10,0,150,,
10882,42,14,25,0,350,,
10882,49,20,20,0.15,400,,
10882,54,7.45,32,0.15,238.4,,
10883,24,4.5,8,0,36,,
10884,21,10,40,0.05,400,,
10884,56,38,21,0.05,798,,
10884,65,21.05,12,0.05,252.6,,
10885,2,19,20,0,380,,
10885,24,4.5,12,0,54,,
10885,70,15,30,0,450,,
10885,77,13,25,0,325,,
10886,10,31,70,0,2170,,
10886,31,12.5,35,0,437.5,,
10886,77,13,40,0,520,,
10887,25,14,5,0,70,,
10888,2,19,20,0,380,,
10888,68,12.5,18,0,225,,
10889,11,21,40,0,840,,
10889,38,263.5,40,0,10540,,
10890,17,39,15,0,585,,
10890,34,14,10,0,140,,
10890,41,9.65,14,0,135.1,,
10891,30,25.89,15,0.05,388.35,,
10892,59,55,40,0.05,2200,,
10893,8,40,30,0,1200,,
10893,24,4.5,10,0,45,,
10893,29,123.79,24,0,2970.96,,
10893,30,25.89,35,0,906.15,,
10893,36,19,20,0,380,,
10894,13,6,28,0.05,168,,
10894,69,36,50,0.05,1800,,
10894,75,7.75,120,0.05,930,,
10895,24,4.5,110,0,495,,
10895,39,18,45,0,810,,
10895,40,18.4,91,0,1674.4,,
10895,60,34,100,0,3400,,
10896,45,9.5,15,0,142.5,,
10896,56,38,16,0,608,,
10897,29,123.79,80,0,9903.2,,
10897,30,25.89,36,0,932.04,,
10898,13,6,5,0,30,,
10899,39,18,8,0.15,144,,
10900,70,15,3,0.25,45,,
10901,41,9.65,30,0,289.5,,
10901,71,21.5,30,0,645,,
10902,55,24,30,0.15,720,,
10902,62,49.3,6,0.15,295.8,,
10903,13,6,40,0,240,,
10903,65,21.05,21,0,442.05,,
10903,68,12.5,20,0,250,,
10904,58,13.25,15,0,198.75,,
10904,62,49.3,35,0,1725.5,,
10905,1,18,20,0.05,360,,
10906,61,28.5,15,0,427.5,,
10907,75,7.75,14,0,108.5,,
10908,7,30,20,0.05,600,,
10908,52,7,14,0.05,98,,
10909,7,30,12,0,360,,
10909,16,17.45,15,0,261.75,,
10909,41,9.65,5,0,48.25,,
10910,19,9.2,12,0,110.4,,
10910,49,20,10,0,200,,
10910,61,28.5,5,0,142.5,,
10911,1,18,10,0,180,,
10911,17,39,12,0,468,,
10911,67,14,15,0,210,,
10912,11,21,40,0.25,840,,
10912,29,123.79,60,0.25,7427.4,,
10913,4,22,30,0.25,660,,
10913,33,2.5,40,0.25,100,,
10913,58,13.25,15,0,198.75,,
10914,71,21.5,25,0,537.5,,
10915,17,39,10,0,390,,
10915,33,2.5,30,0,75,,
10915,54,7.45,10,0,74.5,,
10916,16,17.45,6,0,104.7,,
10916,32,32,6,0,192,,
10916,57,19.5,20,0,390,,
10917,30,25.89,1,0,25.89,,
10917,60,34,10,0,340,,
10918,1,18,60,0.25,1080,,
10918,60,34,25,0.25,850,,
10919,16,17.45,24,0,418.8,,
10919,25,14,24,0,336,,
10919,40,18.4,20,0,368,,
10920,50,16.25,24,0,390,,
10921,35,18,10,0,180,,
10921,63,43.9,40,0,1756,,
10922,17,39,15,0,585,,
10922,24,4.5,35,0,157.5,,
10923,42,14,10,0.2,140,,
10923,43,46,10,0.2,460,,
10923,67,14,24,0.2,336,,
10924,10,31,20,0.1,620,,
10924,28,45.6,30,0.1,1368,,
10924,75,7.75,6,0,46.5,,
10925,36,19,25,0.15,475,,
10925,52,7,12,0.15,84,,
10926,11,21,2,0,42,,
10926,13,6,10,0,60,,
10926,19,9.2,7,0,64.4,,
10926,72,34.8,10,0,348,,
10927,20,81,5,0,405,,
10927,52,7,5,0,35,,
10927,76,18,20,0,360,,
10928,47,9.5,5,0,47.5,,
10928,76,18,5,0,90,,
10929,21,10,60,0,600,,
10929,75,7.75,49,0,379.75,,
10929,77,13,15,0,195,,
10930,21,10,36,0,360,,
10930,27,43.9,25,0,1097.5,,
10930,55,24,25,0.2,600,,
10930,58,13.25,30,0.2,397.5,,
10931,13,6,42,0.15,252,,
10931,57,19.5,30,0,585,,
10932,16,17.45,30,0.1,523.5,,
10932,62,49.3,14,0.1,690.2,,
10932,72,34.8,16,0,556.8,,
10932,75,7.75,20,0.1,155,,
10933,53,32.8,2,0,65.6,,
10933,61,28.5,30,0,855,,
10934,6,25,20,0,500,,
10935,1,18,21,0,378,,
10935,18,62.5,4,0.25,250,,
10935,23,9,8,0.25,72,,
10936,36,19,30,0.2,570,,
10937,28,45.6,8,0,364.8,,
10937,34,14,20,0,280,,
10938,13,6,20,0.25,120,,
10938,43,46,24,0.25,1104,,
10938,60,34,49,0.25,1666,,
10938,71,21.5,35,0.25,752.5,,
10939,2,19,10,0.15,190,,
10939,67,14,40,0.15,560,,
10940,7,30,8,0,240,,
10940,13,6,20,0,120,,
10941,31,12.5,44,0.25,550,,
10941,62,49.3,30,0.25,1479,,
10941,68,12.5,80,0.25,1000,,
10941,72,34.8,50,0,1740,,
10942,49,20,28,0,560,,
10943,13,6,15,0,90,,
10943,22,21,21,0,441,,
10943,46,12,15,0,180,,
10944,11,21,5,0.25,105,,
10944,44,19.45,18,0.25,350.1,,
10944,56,38,18,0,684,,
10945,13,6,20,0,120,,
10945,31,12.5,10,0,125,,
10946,10,31,25,0,775,,
10946,24,4.5,25,0,112.5,,
10946,77,13,40,0,520,,
10947,59,55,4,0,220,,
10948,50,16.25,9,0,146.25,,
10948,51,53,40,0,2120,,
10948,55,24,4,0,96,,
10949,6,25,12,0,300,,
10949,10,31,30,0,930,,
10949,17,39,6,0,234,,
10949,62,49.3,60,0,2958,,
10950,4,22,5,0,110,,
10951,33,2.5,15,0.05,37.5,,
10951,41,9.65,6,0.05,57.9,,
10951,75,7.75,50,0.05,387.5,,
10952,6,25,16,0.05,400,,
10952,28,45.6,2,0,91.2,,
10953,20,81,50,0.05,4050,,
10953,31,12.5,50,0.05,625,,
10954,16,17.45,28,0.15,488.6,,
10954,31,12.5,25,0.15,312.5,,
10954,45,9.5,30,0,285,,
10954,60,34,24,0.15,816,,
10955,75,7.75,12,0.2,93,,
10956,21,10,12,0,120,,
10956,47,9.5,14,0,133,,
10956,51,53,8,0,424,,
10957,30,25.89,30,0,776.7,,
10957,35,18,40,0,720,,
10957,64,33.25,8,0,266,,
10958,5,21.35,20,0,427,,
10958,7,30,6,0,180,,
10958,72,34.8,5,0,174,,
10959,75,7.75,20,0.15,155,,
10960,24,4.5,10,0.25,45,,
10960,41,9.65,24,0,231.6,,
10961,52,7,6,0.05,42,,
10961,76,18,60,0,1080,,
10962,7,30,45,0,1350,,
10962,13,6,77,0,462,,
10962,53,32.8,20,0,656,,
10962,69,36,9,0,324,,
10962,76,18,44,0,792,,
10963,60,34,2,0.15,68,,
10964,18,62.5,6,0,375,,
10964,38,263.5,5,0,1317.5,,
10964,69,36,10,0,360,,
10965,51,53,16,0,848,,
10966,37,26,8,0,208,,
10966,56,38,12,0.15,456,,
10966,62,49.3,12,0.15,591.6,,
10967,19,9.2,12,0,110.4,,
10967,49,20,40,0,800,,
10968,12,38,30,0,1140,,
10968,24,4.5,30,0,135,,
10968,64,33.25,4,0,133,,
10969,46,12,9,0,108,,
10970,52,7,40,0.2,280,,
10971,29,123.79,14,0,1733.06,,
10972,17,39,6,0,234,,
10972,33,2.5,7,0,17.5,,
10973,26,31.23,5,0,156.15,,
10973,41,9.65,6,0,57.9,,
10973,75,7.75,10,0,77.5,,
10974,63,43.9,10,0,439,,
10975,8,40,16,0,640,,
10975,75,7.75,10,0,77.5,,
10976,28,45.6,20,0,912,,
10977,39,18,30,0,540,,
10977,47,9.5,30,0,285,,
10977,51,53,10,0,530,,
10977,63,43.9,20,0,878,,
10978,8,40,20,0.15,800,,
10978,21,10,40,0.15,400,,
10978,40,18.4,10,0,184,,
10978,44,19.45,6,0.15,116.7,,
10979,7,30,18,0,540,,
10979,12,38,20,0,760,,
10979,24,4.5,80,0,360,,
10979,27,43.9,30,0,1317,,
10979,31,12.5,24,0,300,,
10979,63,43.9,35,0,1536.5,,
10980,75,7.75,40,0.2,310,,
10981,38,263.5,60,0,15810,,
10982,7,30,20,0,600,,
10982,43,46,9,0,414,,
10983,13,6,84,0.15,504,,
10983,57,19.5,15,0,292.5,,
10984,16,17.45,55,0,959.75,,
10984,24,4.5,20,0,90,,
10984,36,19,40,0,760,,
10985,16,17.45,36,0.1,628.2,,
10985,18,62.5,8,0.1,500,,
10985,32,32,35,0.1,1120,,
10986,11,21,30,0,630,,
10986,20,81,15,0,1215,,
10986,76,18,10,0,180,,
10986,77,13,15,0,195,,
10987,7,30,60,0,1800,,
10987,43,46,6,0,276,,
10987,72,34.8,20,0,696,,
10988,7,30,60,0,1800,,
10988,62,49.3,40,0.1,1972,,
10989,6,25,40,0,1000,,
10989,11,21,15,0,315,,
10989,41,9.65,4,0,38.6,,
10990,21,10,65,0,650,,
10990,34,14,60,0.15,840,,
10990,55,24,65,0.15,1560,,
10990,61,28.5,66,0.15,1881,,
10991,2,19,50,0.2,950,,
10991,70,15,20,0.2,300,,
10991,76,18,90,0.2,1620,,
10992,72,34.8,2,0,69.6,,
10993,29,123.79,50,0.25,6189.5,,
10993,41,9.65,35,0.25,337.75,,
10994,59,55,18,0.05,990,,
10995,51,53,20,0,1060,,
10995,60,34,4,0,136,,
10996,42,14,40,0,560,,
10997,32,32,50,0,1600,,
10997,46,12,20,0.25,240,,
10997,52,7,20,0.25,140,,
10998,24,4.5,12,0,54,,
10998,61,28.5,7,0,199.5,,
10998,74,10,20,0,200,,
10998,75,7.75,30,0,232.5,,
10999,41,9.65,20,0.05,193,,
10999,51,53,15,0.05,795,,
10999,77,13,21,0.05,273,,
11000,4,22,25,0.25,550,,
11000,24,4.5,30,0.25,135,,
11000,77,13,30,0,390,,
11001,7,30,60,0,1800,,
11001,22,21,25,0,525,,
11001,46,12,25,0,300,,
11001,55,24,6,0,144,,
11002,13,6,56,0,336,,
11002,35,18,15,0.15,270,,
11002,42,14,24,0.15,336,,
11002,55,24,40,0,960,,
11003,1,18,4,0,72,,
11003,40,18.4,10,0,184,,
11003,52,7,10,0,70,,
11004,26,31.23,6,0,187.38,,
11004,76,18,6,0,108,,
11005,1,18,2,0,36,,
11005,59,55,10,0,550,,
11006,1,18,8,0,144,,
11006,29,123.79,2,0.25,247.58,,
11007,8,40,30,0,1200,,
11007,29,123.79,10,0,1237.9,,
11007,42,14,14,0,196,,
11008,28,45.6,70,0.05,3192,,
11008,34,14,90,0.05,1260,,
11008,71,21.5,21,0,451.5,,
11009,24,4.5,12,0,54,,
11009,36,19,18,0.25,342,,
11009,60,34,9,0,306,,
11010,7,30,20,0,600,,
11010,24,4.5,10,0,45,,
11011,58,13.25,40,0.05,530,,
11011,71,21.5,20,0,430,,
11012,19,9.2,50,0.05,460,,
11012,60,34,36,0.05,1224,,
11012,71,21.5,60,0.05,1290,,
11013,23,9,10,0,90,,
11013,42,14,4,0,56,,
11013,45,9.5,20,0,190,,
11013,68,12.5,2,0,25,,
11014,41,9.65,28,0.1,270.2,,
11015,30,25.89,15,0,388.35,,
11015,77,13,18,0,234,,
11016,31,12.5,15,0,187.5,,
11016,36,19,16,0,304,,
11017,3,10,25,0,250,,
11017,59,55,110,0,6050,,
11017,70,15,30,0,450,,
11018,12,38,20,0,760,,
11018,18,62.5,10,0,625,,
11018,56,38,5,0,190,,
11019,46,12,3,0,36,,
11019,49,20,2,0,40,,
11020,10,31,24,0.15,744,,
11021,2,19,11,0.25,209,,
11021,20,81,15,0,1215,,
11021,26,31.23,63,0,1967.49,,
11021,51,53,44,0.25,2332,,
11021,72,34.8,35,0,1218,,
11022,19,9.2,35,0,322,,
11022,69,36,30,0,1080,,
11023,7,30,4,0,120,,
11023,43,46,30,0,1380,,
11024,26,31.23,12,0,374.76,,
11024,33,2.5,30,0,75,,
11024,65,21.05,21,0,442.05,,
11024,71,21.5,50,0,1075,,
11025,1,18,10,0.1,180,,
11025,13,6,20,0.1,120,,
11026,18,62.5,8,0,500,,
11026,51,53,10,0,530,,
11027,24,4.5,30,0.25,135,,
11027,62,49.3,21,0.25,1035.3,,
11028,55,24,35,0,840,,
11028,59,55,24,0,1320,,
11029,56,38,20,0,760,,
11029,63,43.9,12,0,526.8,,
11030,2,19,100,0.25,1900,,
11030,5,21.35,70,0,1494.5,,
11030,29,123.79,60,0.25,7427.4,,
11030,59,55,100,0.25,5500,,
11031,1,18,45,0,810,,
11031,13,6,80,0,480,,
11031,24,4.5,21,0,94.5,,
11031,64,33.25,20,0,665,,
11031,71,21.5,16,0,344,,
11032,36,19,35,0,665,,
11032,38,263.5,25,0,6587.5,,
11032,59,55,30,0,1650,,
11033,53,32.8,70,0.1,2296,,
11033,69,36,36,0.1,1296,,
11034,21,10,15,0.1,150,,
11034,44,19.45,12,0,233.4,,
11034,61,28.5,6,0,171,,
11035,1,18,10,0,180,,
11035,35,18,60,0,1080,,
11035,42,14,30,0,420,,
11035,54,7.45,10,0,74.5,,
11036,13,6,7,0,42,,
11036,59,55,30,0,1650,,
11037,70,15,4,0,60,,
11038,40,18.4,5,0.2,92,,
11038,52,7,2,0,14,,
11038,71,21.5,30,0,645,,
11039,28,45.6,20,0,912,,
11039,35,18,24,0,432,,
11039,49,20,60,0,1200,,
11039,57,19.5,28,0,546,,
11040,21,10,20,0,200,,
11041,2,19,30,0.2,570,,
11041,63,43.9,30,0,1317,,
11042,44,19.45,15,0,291.75,,
11042,61,28.5,4,0,114,,
11043,11,21,10,0,210,,
11044,62,49.3,12,0,591.6,,
11045,33,2.5,15,0,37.5,,
11045,51,53,24,0,1272,,
11046,12,38,20,0.05,760,,
11046,32,32,15,0.05,480,,
11046,35,18,18,0.05,324,,
11047,1,18,25,0.25,450,,
11047,5,21.35,30,0.25,640.5,,
11048,68,12.5,42,0,525,,
11049,2,19,10,0.2,190,,
11049,12,38,4,0.2,152,,
11050,76,18,50,0.1,900,,
11051,24,4.5,10,0.2,45,,
11052,43,46,30,0.2,1380,,
11052,61,28.5,10,0.2,285,,
11053,18,62.5,35,0.2,2187.5,,
11053,32,32,20,0,640,,
11053,64,33.25,25,0.2,831.25,,
11054,33,2.5,10,0,25,,
11054,67,14,20,0,280,,
11055,24,4.5,15,0,67.5,,
11055,25,14,15,0,210,,
11055,51,53,20,0,1060,,
11055,57,19.5,20,0,390,,
11056,7,30,40,0,1200,,
11056,55,24,35,0,840,,
11056,60,34,50,0,1700,,
11057,70,15,3,0,45,,
11058,21,10,3,0,30,,
11058,60,34,21,0,714,,
11058,61,28.5,4,0,114,,
11059,13,6,30,0,180,,
11059,17,39,12,0,468,,
11059,60,34,35,0,1190,,
11060,60,34,4,0,136,,
11060,77,13,10,0,130,,
11061,60,34,15,0,510,,
11062,53,32.8,10,0.2,328,,
11062,70,15,12,0.2,180,,
11063,34,14,30,0,420,,
11063,40,18.4,40,0.1,736,,
11063,41,9.65,30,0.1,289.5,,
11064,17,39,77,0.1,3003,,
11064,41,9.65,12,0,115.8,,
11064,53,32.8,25,0.1,820,,
11064,55,24,4,0.1,96,,
11064,68,12.5,55,0,687.5,,
11065,30,25.89,4,0.25,103.56,,
11065,54,7.45,20,0.25,149,,
11066,16,17.45,3,0,52.35,,
11066,19,9.2,42,0,386.4,,
11066,34,14,35,0,490,,
11067,41,9.65,9,0,86.85,,
11068,28,45.6,8,0.15,364.8,,
11068,43,46,36,0.15,1656,,
11068,77,13,28,0.15,364,,
11069,39,18,20,0,360,,
11070,1,18,40,0.15,720,,
11070,2,19,20,0.15,380,,
11070,16,17.45,30,0.15,523.5,,
11070,31,12.5,20,0,250,,
11071,7,30,15,0.05,450,,
11071,13,6,10,0.05,60,,
11072,2,19,8,0,152,,
11072,41,9.65,40,0,386,,
11072,50,16.25,22,0,357.5,,
11072,64,33.25,130,0,4322.5,,
11073,11,21,10,0,210,,
11073,24,4.5,20,0,90,,
11074,16,17.45,14,0.05,244.3,,
11075,2,19,10,0.15,190,,
11075,46,12,30,0.15,360,,
11075,76,18,2,0.15,36,,
11076,6,25,20,0.25,500,,
11076,14,23.25,20,0.25,465,,
11076,19,9.2,10,0.25,92,,
11077,2,19,24,0.2,456,,
11077,3,10,4,0,40,,
11077,4,22,1,0,22,,
11077,6,25,1,0.02,25,,
11077,7,30,1,0.05,30,,
11077,8,40,2,0.1,80,,
11077,10,31,1,0,31,,
11077,12,38,2,0.05,76,,
11077,13,6,4,0,24,,
11077,14,23.25,1,0.03,23.25,,
11077,16,17.45,2,0.03,34.9,,
11077,20,81,1,0.04,81,,
11077,23,9,2,0,18,,
11077,32,32,1,0,32,,
11077,39,18,2,0.05,36,,
11077,41,9.65,3,0,28.95,,
11077,46,12,3,0.02,36,,
11077,52,7,2,0,14,,
11077,55,24,2,0,48,,
11077,60,34,2,0.06,68,,
11077,64,33.25,2,0.03,66.5,,
11077,66,17,1,0,17,,
11077,73,15,2,0.01,30,,
11077,75,7.75,4,0,31,,
11077,77,13,2,0,26,,
